"length","maxPageLimit","data__areaType","data__areaName","data__areaCode","data__date","data__femaleCases__age","data__femaleCases__value","data__femaleCases__rate","data__maleCases__age","data__maleCases__value","data__maleCases__rate","pagination__current","pagination__next","pagination__previous","pagination__first","pagination__last"
"","","","","","","0_to_4","201","68","15_to_19","434","157.6","","","","",""
"","","","","","","5_to_9","167","66.1","10_to_14","199","64.4","","","","",""
"","","","","","","85_to_89","1228","2208.5","80_to_84","1361","2076.9","","","","",""
"","","","","","","10_to_14","206","70","20_to_24","830","345","","","","",""
"","","","","","","90+","1318","3490.7","40_to_44","1367","338","","","","",""
"","","","","","","15_to_19","434","165.6","55_to_59","1745","623","","","","",""
"","","","","","","65_to_69","877","532.3","90+","728","3695.8","","","","",""
"","","","","","","20_to_24","1221","537.9","30_to_34","1608","418.5","","","","",""
"","","","","","","50_to_54","1674","566.8","50_to_54","1604","532.4","","","","",""
"","","","","","","40_to_44","1475","391.1","70_to_74","1264","993.9","","","","",""
"","","region","London","E12000007","2020-09-08","45_to_49","1616","501","30_to_34","1590","413.8","","","","",""
"","","","","","","75_to_79","972","911.6","85_to_89","1098","2900.4","","","","",""
"","","","","","","70_to_74","877","599.1","55_to_59","1735","619.4","","","","",""
"","","","","","","25_to_29","2148","761.8","0_to_4","256","82.5","","","","",""
"","","","","","","55_to_59","1486","517.9","45_to_49","1514","447.3","","","","",""
"","","","","","","85_to_89","1228","2208.5","60_to_64","1577","825.6","","","","",""
"","","","","","","35_to_39","1478","362","15_to_19","425","154.3","","","","",""
"","","","","","","40_to_44","1463","388","75_to_79","1275","1470.8","","","","",""
"","","","","","","20_to_24","1196","526.9","20_to_24","805","334.6","","","","",""
"","","","","","","90+","1315","3482.7","25_to_29","1439","507.6","","","","",""
"","","","","","","10_to_14","200","68","70_to_74","1263","993.2","","","","",""
"","","","","","","65_to_69","875","531","35_to_39","1412","328.5","","","","",""
"","","","","","","5_to_9","162","64.1","80_to_84","1360","2075.4","","","","",""
"","","","","","","15_to_19","423","161.4","5_to_9","192","79.1","","","","",""
"","","","","","","0_to_4","198","67","10_to_14","193","62.5","","","","",""
"","","","","","","60_to_64","1118","558.8","65_to_69","1240","837","","","","",""
"","","","","","","50_to_54","1667","564.4","90+","727","3690.7","","","","",""
"","","","","","","80_to_84","1129","1323.8","50_to_54","1600","531.1","","","","",""
"","","","","","","30_to_34","1854","480.6","40_to_44","1354","334.8","","","","",""
"","","region","London","E12000007","2020-09-07","30_to_34","1836","475.9","35_to_39","1403","326.4","","","","",""
"","","","","","","25_to_29","2116","750.5","25_to_29","1416","499.5","","","","",""
"","","","","","","65_to_69","870","528","65_to_69","1238","835.6","","","","",""
"","","","","","","70_to_74","875","597.8","55_to_59","1724","615.5","","","","",""
"","","","","","","75_to_79","971","910.7","50_to_54","1588","527.1","","","","",""
"","","","","","","10_to_14","192","65.3","15_to_19","416","151","","","","",""
"","","","","","","80_to_84","1127","1321.5","40_to_44","1341","331.6","","","","",""
"","","","","","","50_to_54","1655","560.3","75_to_79","1273","1468.5","","","","",""
"","","","","","","15_to_19","415","158.3","85_to_89","1098","2900.4","","","","",""
"","","","","","","55_to_59","1477","514.8","10_to_14","187","60.6","","","","",""
"","","","","","","5_to_9","156","61.7","30_to_34","1565","407.3","","","","",""
"","","","","","","0_to_4","195","66","20_to_24","790","328.3","","","","",""
"","","","","","","35_to_39","1456","356.6","60_to_64","1572","823","","","","",""
"","","","","","","90+","1311","3472.1","70_to_74","1263","993.2","","","","",""
"","","","","","","20_to_24","1179","519.4","80_to_84","1358","2072.3","","","","",""
"","","","","","","45_to_49","1599","495.7","45_to_49","1503","444.1","","","","",""
"","","","","","","85_to_89","1226","2204.9","0_to_4","255","82.2","","","","",""
"","","","","","","40_to_44","1446","383.5","5_to_9","189","77.9","","","","",""
"","","","","","","60_to_64","1110","554.8","90+","727","3690.7","","","","",""
"","","region","London","E12000007","2020-09-06","5_to_9","147","58.2","15_to_19","404","146.7","","","","",""
"","","","","","","80_to_84","1125","1319.1","35_to_39","1376","320.2","","","","",""
"","","","","","","10_to_14","185","62.9","40_to_44","1328","328.4","","","","",""
"","","","","","","70_to_74","873","596.4","85_to_89","1097","2897.7","","","","",""
"","","","","","","65_to_69","869","527.4","80_to_84","1356","2069.2","","","","",""
"","","","","","","40_to_44","1429","378.9","0_to_4","251","80.9","","","","",""
"","","","","","","60_to_64","1108","553.8","90+","727","3690.7","","","","",""
"","","","","","","45_to_49","1582","490.4","45_to_49","1489","439.9","","","","",""
"","","","","","","15_to_19","406","154.9","70_to_74","1261","991.6","","","","",""
"","","","","","","25_to_29","2070","734.2","75_to_79","1271","1466.2","","","","",""
"","","","","","","50_to_54","1645","556.9","20_to_24","764","317.5","","","","",""
"","","","","","","90+","1310","3469.5","65_to_69","1230","830.2","","","","",""
"","","","","","","0_to_4","191","64.6","60_to_64","1561","817.2","","","","",""
"","","","","","","55_to_59","1465","510.6","5_to_9","184","75.8","","","","",""
"","","","","","","85_to_89","1225","2203.1","25_to_29","1379","486.5","","","","",""
"","","","","","","75_to_79","968","907.9","50_to_54","1578","523.8","","","","",""
"","","","","","","30_to_34","1813","469.9","55_to_59","1714","611.9","","","","",""
"","","","","","","35_to_39","1434","351.2","10_to_14","177","57.3","","","","",""
"","","","","","","20_to_24","1139","501.8","30_to_34","1526","397.2","","","","",""
"","","region","London","E12000007","2020-09-05","35_to_39","1424","348.7","10_to_14","172","55.7","","","","",""
"","","","","","","10_to_14","182","61.9","90+","727","3690.7","","","","",""
"","","","","","","50_to_54","1640","555.3","70_to_74","1257","988.4","","","","",""
"","","","","","","15_to_19","405","154.5","55_to_59","1711","610.8","","","","",""
"","","","","","","30_to_34","1801","466.8","5_to_9","181","74.6","","","","",""
"","","","","","","65_to_69","866","525.6","15_to_19","396","143.8","","","","",""
"","","","","","","55_to_59","1464","510.3","35_to_39","1366","317.8","","","","",""
"","","","","","","85_to_89","1225","2203.1","25_to_29","1363","480.8","","","","",""
"","","","","","","40_to_44","1422","377.1","75_to_79","1271","1466.2","","","","",""
"","","","","","","90+","1310","3469.5","20_to_24","754","313.4","","","","",""
"","","","","","","20_to_24","1127","496.5","50_to_54","1576","523.1","","","","",""
"","","","","","","5_to_9","145","57.4","0_to_4","249","80.2","","","","",""
"","","","","","","60_to_64","1106","552.8","45_to_49","1481","437.6","","","","",""
"","","","","","","80_to_84","1125","1319.1","60_to_64","1560","816.7","","","","",""
"","","","","","","70_to_74","873","596.4","30_to_34","1507","392.2","","","","",""
"","","","","","","75_to_79","965","905.1","85_to_89","1096","2895.1","","","","",""
"","","","","","","45_to_49","1568","486.1","65_to_69","1228","828.9","","","","",""
"","","","","","","0_to_4","187","63.3","80_to_84","1355","2067.7","","","","",""
"","","","","","","25_to_29","2050","727.1","40_to_44","1318","325.9","","","","",""
"","","region","London","E12000007","2020-09-04","0_to_4","181","61.2","0_to_4","247","79.6","","","","",""
"","","","","","","85_to_89","1223","2199.5","10_to_14","171","55.4","","","","",""
"","","","","","","45_to_49","1561","483.9","55_to_59","1703","608","","","","",""
"","","","","","","90+","1309","3466.8","65_to_69","1225","826.8","","","","",""
"","","","","","","5_to_9","142","56.2","45_to_49","1471","434.6","","","","",""
"","","","","","","40_to_44","1416","375.5","90+","727","3690.7","","","","",""
"","","","","","","15_to_19","399","152.2","15_to_19","389","141.2","","","","",""
"","","","","","","80_to_84","1124","1317.9","40_to_44","1303","322.2","","","","",""
"","","","","","","25_to_29","2031","720.3","85_to_89","1096","2895.1","","","","",""
"","","","","","","10_to_14","173","58.8","20_to_24","737","306.3","","","","",""
"","","","","","","70_to_74","873","596.4","60_to_64","1555","814.1","","","","",""
"","","","","","","60_to_64","1097","548.3","80_to_84","1354","2066.2","","","","",""
"","","","","","","20_to_24","1107","487.7","30_to_34","1483","386","","","","",""
"","","","","","","35_to_39","1409","345.1","25_to_29","1345","474.5","","","","",""
"","","","","","","75_to_79","965","905.1","35_to_39","1356","315.5","","","","",""
"","","","","","","50_to_54","1636","553.9","50_to_54","1575","522.8","","","","",""
"","","","","","","65_to_69","862","523.2","75_to_79","1269","1463.9","","","","",""
"","","","","","","55_to_59","1456","507.5","5_to_9","175","72.1","","","","",""
"","","","","","","30_to_34","1782","461.9","70_to_74","1256","987.7","","","","",""
"","","region","London","E12000007","2020-09-03","50_to_54","1627","550.9","0_to_4","243","78.3","","","","",""
"","","","","","","10_to_14","168","57.1","35_to_39","1337","311.1","","","","",""
"","","","","","","90+","1308","3464.2","45_to_49","1458","430.8","","","","",""
"","","","","","","30_to_34","1764","457.2","60_to_64","1546","809.4","","","","",""
"","","","","","","55_to_59","1446","504","30_to_34","1455","378.7","","","","",""
"","","","","","","40_to_44","1404","372.3","15_to_19","382","138.7","","","","",""
"","","","","","","35_to_39","1392","340.9","50_to_54","1568","520.5","","","","",""
"","","","","","","20_to_24","1082","476.6","20_to_24","722","300.1","","","","",""
"","","","","","","5_to_9","140","55.4","90+","727","3690.7","","","","",""
"","","","","","","25_to_29","1991","706.2","5_to_9","170","70","","","","",""
"","","","","","","65_to_69","852","517.1","75_to_79","1268","1462.7","","","","",""
"","","","","","","60_to_64","1088","543.8","80_to_84","1352","2063.1","","","","",""
"","","","","","","75_to_79","964","904.1","65_to_69","1221","824.1","","","","",""
"","","","","","","15_to_19","390","148.8","55_to_59","1696","605.5","","","","",""
"","","","","","","80_to_84","1122","1315.6","85_to_89","1095","2892.5","","","","",""
"","","","","","","45_to_49","1547","479.6","25_to_29","1324","467.1","","","","",""
"","","","","","","70_to_74","873","596.4","40_to_44","1287","318.2","","","","",""
"","","","","","","85_to_89","1223","2199.5","10_to_14","165","53.4","","","","",""
"","","","","","","0_to_4","179","60.6","70_to_74","1253","985.3","","","","",""
"","","region","London","E12000007","2020-09-02","50_to_54","1619","548.1","90+","727","3690.7","","","","",""
"","","","","","","25_to_29","1958","694.4","15_to_19","373","135.4","","","","",""
"","","","","","","85_to_89","1219","2192.3","50_to_54","1558","517.2","","","","",""
"","","","","","","45_to_49","1537","476.5","40_to_44","1280","316.5","","","","",""
"","","","","","","40_to_44","1392","369.1","10_to_14","163","52.8","","","","",""
"","","","","","","55_to_59","1438","501.2","5_to_9","166","68.4","","","","",""
"","","","","","","5_to_9","137","54.2","30_to_34","1429","371.9","","","","",""
"","","","","","","20_to_24","1053","463.9","60_to_64","1539","805.7","","","","",""
"","","","","","","65_to_69","849","515.3","0_to_4","237","76.4","","","","",""
"","","","","","","10_to_14","164","55.7","20_to_24","705","293","","","","",""
"","","","","","","15_to_19","379","144.6","35_to_39","1320","307.1","","","","",""
"","","","","","","90+","1308","3464.2","55_to_59","1687","602.3","","","","",""
"","","","","","","75_to_79","962","902.2","65_to_69","1219","822.8","","","","",""
"","","","","","","60_to_64","1080","539.8","75_to_79","1265","1459.3","","","","",""
"","","","","","","35_to_39","1380","338","45_to_49","1444","426.6","","","","",""
"","","","","","","80_to_84","1121","1314.4","70_to_74","1250","982.9","","","","",""
"","","","","","","30_to_34","1741","451.3","25_to_29","1293","456.1","","","","",""
"","","","","","","0_to_4","175","59.2","80_to_84","1351","2061.6","","","","",""
"","","","","","","70_to_74","872","595.7","85_to_89","1092","2884.5","","","","",""
"","","region","London","E12000007","2020-09-01","10_to_14","157","53.4","85_to_89","1090","2879.3","","","","",""
"","","","","","","0_to_4","173","58.5","80_to_84","1351","2061.6","","","","",""
"","","","","","","35_to_39","1365","334.3","90+","726","3685.7","","","","",""
"","","","","","","55_to_59","1430","498.4","10_to_14","158","51.2","","","","",""
"","","","","","","30_to_34","1722","446.4","65_to_69","1218","822.1","","","","",""
"","","","","","","85_to_89","1215","2185.1","25_to_29","1261","444.8","","","","",""
"","","","","","","65_to_69","844","512.2","45_to_49","1437","424.6","","","","",""
"","","","","","","5_to_9","133","52.6","15_to_19","365","132.5","","","","",""
"","","","","","","15_to_19","362","138.1","55_to_59","1682","600.5","","","","",""
"","","","","","","50_to_54","1613","546.1","50_to_54","1554","515.8","","","","",""
"","","","","","","70_to_74","870","594.4","5_to_9","163","67.2","","","","",""
"","","","","","","25_to_29","1925","682.7","0_to_4","233","75.1","","","","",""
"","","","","","","75_to_79","962","902.2","60_to_64","1537","804.7","","","","",""
"","","","","","","90+","1307","3461.5","35_to_39","1306","303.9","","","","",""
"","","","","","","40_to_44","1380","365.9","30_to_34","1408","366.5","","","","",""
"","","","","","","20_to_24","1034","455.5","75_to_79","1265","1459.3","","","","",""
"","","","","","","45_to_49","1527","473.4","40_to_44","1262","312.1","","","","",""
"","","","","","","60_to_64","1074","536.8","20_to_24","677","281.4","","","","",""
"","","","","","","80_to_84","1117","1309.7","70_to_74","1246","979.8","","","","",""
"","","region","London","E12000007","2020-08-31","65_to_69","843","511.6","85_to_89","1090","2879.3","","","","",""
"","","","","","","0_to_4","171","57.8","90+","725","3680.6","","","","",""
"","","","","","","50_to_54","1600","541.7","25_to_29","1229","433.5","","","","",""
"","","","","","","75_to_79","962","902.2","80_to_84","1351","2061.6","","","","",""
"","","","","","","10_to_14","151","51.3","0_to_4","229","73.8","","","","",""
